[INFO ] [2022-09-13 08:22:00,561] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-13 08:56:37,358] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 08:56:37,487] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-13 08:56:37,615] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-13 08:56:39,690] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-13 08:56:39,781] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 08:56:39,782] Register - Step 09: Click to Logout link
[INFO ] [2022-09-13 08:56:40,620] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-13 08:56:41,787] Login - Step 02: Enter to Email textbox with value is 'auto9035@hotmail.com'
[INFO ] [2022-09-13 08:56:41,913] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 08:56:42,038] Login - Step 04: Click to Login button
[INFO ] [2022-09-13 08:56:42,864] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-13 08:56:42,972] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 08:56:42,972] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-13 08:56:43,675] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-13 08:56:43,799] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:13:47,526] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-13 09:13:48,948] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-13 09:13:49,119] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-13 09:13:49,255] Register - Step 04: Enter to Email textbox with value is 'auto1028@hotmail.com'
[INFO ] [2022-09-13 09:13:49,398] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:13:49,526] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-13 09:13:49,636] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-13 09:13:51,778] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-13 09:13:51,867] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:13:51,868] Register - Step 09: Click to Logout link
[INFO ] [2022-09-13 09:13:52,724] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-13 09:13:53,898] Login - Step 02: Enter to Email textbox with value is 'auto1028@hotmail.com'
[INFO ] [2022-09-13 09:13:54,034] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:13:54,156] Login - Step 04: Click to Login button
[INFO ] [2022-09-13 09:13:55,012] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-13 09:13:55,152] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:13:55,153] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-13 09:13:55,947] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-13 09:13:56,069] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:23:58,501] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-13 09:23:59,641] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-13 09:23:59,803] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-13 09:23:59,930] Register - Step 04: Enter to Email textbox with value is 'auto7591@hotmail.com'
[INFO ] [2022-09-13 09:24:00,107] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:00,228] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:00,334] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-13 09:24:02,148] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-13 09:24:02,244] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:24:02,245] Register - Step 09: Click to Logout link
[INFO ] [2022-09-13 09:24:03,080] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-13 09:24:03,845] Login - Step 02: Enter to Email textbox with value is 'auto7591@hotmail.com'
[INFO ] [2022-09-13 09:24:03,989] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:04,123] Login - Step 04: Click to Login button
[INFO ] [2022-09-13 09:24:04,959] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-13 09:24:05,064] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:24:05,064] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-13 09:24:05,776] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-13 09:24:05,880] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:24:14,011] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-13 09:24:14,692] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-13 09:24:14,909] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-13 09:24:15,143] Register - Step 04: Enter to Email textbox with value is 'auto4821@hotmail.com'
[INFO ] [2022-09-13 09:24:15,411] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:15,633] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:15,811] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-13 09:24:17,457] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-13 09:24:17,540] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:24:17,540] Register - Step 09: Click to Logout link
[INFO ] [2022-09-13 09:24:18,652] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-13 09:24:20,984] Login - Step 02: Enter to Email textbox with value is 'auto4821@hotmail.com'
[INFO ] [2022-09-13 09:24:21,184] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-13 09:24:21,351] Login - Step 04: Click to Login button
[INFO ] [2022-09-13 09:24:22,146] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-13 09:24:22,292] -------------------------FAILED--------------------------
[INFO ] [2022-09-13 09:24:22,292] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-13 09:24:22,960] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-13 09:24:23,054] -------------------------FAILED--------------------------
[INFO ] [2022-09-14 11:13:45,534] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-14 11:13:46,300] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-14 11:13:46,535] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-14 11:13:46,772] Register - Step 04: Enter to Email textbox with value is 'auto7645@hotmail.com'
[INFO ] [2022-09-14 11:13:47,028] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 11:13:47,251] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-14 11:13:47,435] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-14 11:13:49,124] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-14 11:13:49,200] -------------------------FAILED--------------------------
[INFO ] [2022-09-14 11:13:49,201] Register - Step 09: Click to Logout link
[INFO ] [2022-09-14 11:13:50,395] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-14 11:13:51,195] Login - Step 02: Enter to Email textbox with value is 'auto7645@hotmail.com'
[INFO ] [2022-09-14 11:13:51,389] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 11:13:51,585] Login - Step 04: Click to Login button
[INFO ] [2022-09-14 11:13:52,480] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-14 11:13:52,557] -------------------------FAILED--------------------------
[INFO ] [2022-09-14 11:13:52,558] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-14 11:13:53,180] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-14 11:13:53,263] -------------------------FAILED--------------------------
[INFO ] [2022-09-14 11:21:35,232] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-14 11:21:36,143] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-14 11:21:36,416] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-14 11:21:36,776] Register - Step 04: Enter to Email textbox with value is 'auto6635@hotmail.com'
[INFO ] [2022-09-14 11:21:37,023] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 11:21:37,285] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-14 11:21:37,480] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-14 11:21:39,073] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-14 11:21:39,357] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-14 11:29:43,853] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-14 11:29:44,980] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-14 11:29:45,203] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-14 11:29:45,439] Register - Step 04: Enter to Email textbox with value is 'auto4270@hotmail.com'
[INFO ] [2022-09-14 11:29:45,691] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 11:29:45,912] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-14 11:29:46,094] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-14 11:29:47,855] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-14 11:29:48,493] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-14 12:17:49,229] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-14 12:17:49,919] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-14 12:17:50,166] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-14 12:17:50,405] Register - Step 04: Enter to Email textbox with value is 'auto5344@hotmail.com'
[INFO ] [2022-09-14 12:17:50,677] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 12:17:50,902] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-14 12:17:51,100] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-14 12:17:53,000] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-14 12:17:53,087] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-14 12:22:08,905] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-14 12:22:09,694] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-14 12:22:09,955] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-14 12:22:10,194] Register - Step 04: Enter to Email textbox with value is 'auto5556@hotmail.com'
[INFO ] [2022-09-14 12:22:10,441] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 12:22:10,688] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-14 12:22:10,876] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-14 12:22:12,451] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-14 12:22:12,542] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-14 12:22:14,002] Login - Step 02: Enter to Email textbox with value is 'auto5556@hotmail.com'
[INFO ] [2022-09-14 12:22:14,209] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-14 12:22:14,447] Login - Step 04: Click to Login button
[INFO ] [2022-09-14 12:22:15,308] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:04:19,051] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:08:00,144] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:14:21,335] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:14:22,384] Login - Step 02: Enter to Email textbox with value is 'auto3557@hotmail.com'
[INFO ] [2022-09-19 07:14:22,635] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:14:22,866] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:14:24,398] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:14:24,500] -------------------------FAILED--------------------------
[INFO ] [2022-09-19 07:14:24,500] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:14:25,419] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:14:25,567] -------------------------FAILED--------------------------
[INFO ] [2022-09-19 07:15:27,319] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:15:28,372] Login - Step 02: Enter to Email textbox with value is 'auto6456@hotmail.com'
[INFO ] [2022-09-19 07:15:28,596] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:15:28,793] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:15:29,732] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:15:29,839] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:15:29,839] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:15:30,737] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:15:30,864] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:22:47,573] Pre-condition - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-19 07:22:48,277] Pre-condition - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-19 07:22:48,542] Pre-condition - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-19 07:22:48,778] Pre-condition - Step 04: Enter to Email textbox with value is 'auto9491@hotmail.com'
[INFO ] [2022-09-19 07:22:49,044] Pre-condition - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:22:49,255] Pre-condition - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-19 07:22:49,441] Pre-condition - Step 07: Click to 'Register' button
[INFO ] [2022-09-19 07:22:51,553] Pre-condition - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-19 07:22:51,666] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:22:51,666] Pre-condition - Step 09: Click to Logout link
[INFO ] [2022-09-19 07:22:52,519] Pre-condition - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:22:53,376] Pre-condition - Step 02: Enter to Email textbox with value is 'auto9491@hotmail.com'
[INFO ] [2022-09-19 07:22:53,592] Pre-condition - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:22:53,771] Pre-condition - Step 04: Click to Login button
[INFO ] [2022-09-19 07:22:54,648] Pre-condition - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:22:54,728] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:22:54,728] Pre-condition - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:22:55,450] Pre-condition - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:22:55,556] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:24:34,279] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:24:35,370] Login - Step 02: Enter to Email textbox with value is 'null'
[INFO ] [2022-09-19 07:25:22,021] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:25:22,708] Login - Step 02: Enter to Email textbox with value is 'null'
[INFO ] [2022-09-19 07:29:35,623] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:29:36,262] Login - Step 02: Enter to Email textbox with value is 'auto7077@hotmail.com'
[INFO ] [2022-09-19 07:29:36,478] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:29:36,669] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:29:37,551] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:29:37,646] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:29:37,647] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:29:38,646] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:29:38,725] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:30:09,575] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:30:10,233] Login - Step 02: Enter to Email textbox with value is 'auto5668@hotmail.com'
[INFO ] [2022-09-19 07:30:10,445] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:30:10,636] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:30:12,097] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:30:12,253] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:30:12,253] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:30:13,279] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:30:13,346] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:31:30,100] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:31:31,144] Login - Step 02: Enter to Email textbox with value is 'auto5959@hotmail.com'
[INFO ] [2022-09-19 07:31:31,378] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:31:31,593] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:31:32,514] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:31:32,624] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:31:32,624] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:31:33,481] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:31:33,603] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:02,100] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:46:03,166] Login - Step 02: Enter to Email textbox with value is 'auto2287@hotmail.com'
[INFO ] [2022-09-19 07:46:03,393] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:46:03,594] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:46:05,143] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:46:05,242] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:05,242] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:46:06,169] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:46:06,281] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:28,554] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:46:29,595] Login - Step 02: Enter to Email textbox with value is 'auto6738@hotmail.com'
[INFO ] [2022-09-19 07:46:29,809] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:46:29,995] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:46:31,513] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:46:31,630] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:31,630] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:46:32,587] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:46:32,721] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:53,262] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:46:54,379] Login - Step 02: Enter to Email textbox with value is 'auto5097@hotmail.com'
[INFO ] [2022-09-19 07:46:54,592] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:46:54,783] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:46:56,259] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:46:56,363] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:46:56,363] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:46:57,315] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:46:57,440] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:48:16,614] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:48:17,828] Login - Step 02: Enter to Email textbox with value is 'auto5249@hotmail.com'
[INFO ] [2022-09-19 07:48:18,046] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:48:18,234] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:48:19,115] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:48:19,193] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:48:19,194] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:48:20,061] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:48:20,162] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:48:45,801] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:48:46,436] Login - Step 02: Enter to Email textbox with value is 'auto5566@hotmail.com'
[INFO ] [2022-09-19 07:48:46,663] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:48:46,853] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:48:48,363] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:48:48,452] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:48:48,452] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:48:49,483] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:48:49,571] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:50:25,015] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 07:50:25,679] Login - Step 02: Enter to Email textbox with value is 'auto953@hotmail.com'
[INFO ] [2022-09-19 07:50:25,893] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-19 07:50:26,081] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 07:50:27,555] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 07:50:27,631] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 07:50:27,632] Login - Step 06: Navigate to 'Customer Info' page 
[INFO ] [2022-09-19 07:50:28,495] Login - Step 07: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-19 07:50:28,570] -------------------------PASSED--------------------------
[INFO ] [2022-09-19 14:23:27,214] Pre-condition - Step 01: Get all Coolies
[INFO ] [2022-09-19 14:23:27,256] Pre-condition - Step 02: Set Cookie
[INFO ] [2022-09-19 14:23:29,332] Pre-condition - Step 03: Refesh current Page
[INFO ] [2022-09-19 14:23:30,534] Pre-condition - Step 04: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 14:29:26,579] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-19 14:29:27,263] Pre-condition - Step 01: Get all Coolies
[INFO ] [2022-09-19 14:29:27,286] Pre-condition - Step 02: Set Cookie
[INFO ] [2022-09-19 14:29:29,357] Pre-condition - Step 03: Refesh current Page
[INFO ] [2022-09-19 14:29:29,381] Login - Step 04: Click to Login button
[INFO ] [2022-09-19 14:29:30,604] Pre-condition - Step 04: Verify 'My Account' link is displayed
[INFO ] [2022-09-19 14:34:20,390] Pre-condition - Step 02: Get all Coolies
[INFO ] [2022-09-19 14:34:20,440] Pre-condition - Step 03: Set Cookie
[INFO ] [2022-09-19 14:34:22,492] Pre-condition - Step 04: Refesh current Page
[INFO ] [2022-09-19 14:34:22,521] Login - Step 01: Navigate to 'Login' page
